,Unnamed: 0,playerID,nameFirst,nameLast,bats,throws,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,Years_Played,HoF,votedBy,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,playerIDmstr,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,1B,SLG,OBS,OPS
10451,6292.0,geronce01,Cesar,Geronimo,L,L,1969-04-16,1983.0,1522.0,3780.0,460.0,977.0,161.0,50.0,51.0,392.0,82.0,354.0,746.0,83.0,31.0,39.0,25.0,15.0,,,,,4.0,,,,geronce01,1522,0,0,1,0,0,0,87,1079,223,1374,1.0,0,0,0,0,875,647,0,0,715.0,0.367989417989418,0.32505966587112173,0.6930490838605396
10453,6881.0,griffto02,Tom,Griffin,R,R,1969-04-10,1982.0,408.0,405.0,31.0,66.0,16.0,0.0,10.0,32.0,0.0,13.0,158.0,0.0,2.0,42.0,4.0,14.0,,,,,,,,,griffto02,408,401,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,214,194,0,0,40.0,0.2765432098765432,0.19103773584905662,0.46758094572559983
10457,7333.0,harrato01,Toby,Harrah,R,R,1969-09-05,1986.0,2155.0,7402.0,1115.0,1954.0,307.0,40.0,195.0,918.0,238.0,1153.0,868.0,51.0,63.0,76.0,72.0,17.0,,,,4.0,,,,,harrato01,2155,0,0,0,244,1098,815,0,0,1,1,21.0,0,0,0,0,836,1319,0,0,1412.0,0.3952985679546069,0.36478711162255467,0.7600856795771616
10472,8983.0,joshuvo01,Von,Joshua,L,L,1969-09-02,1980.0,822.0,2234.0,277.0,610.0,87.0,31.0,30.0,184.0,55.0,108.0,338.0,20.0,3.0,15.0,15.0,10.0,,,,,,,,,joshuvo01,822,0,0,2,0,0,0,127,424,55,590,1.0,0,0,0,0,531,291,0,0,462.0,0.3800358102059087,0.30550847457627117,0.6855442847821799
10474,9227.0,kendafr01,Fred,Kendall,R,R,1969-09-08,1980.0,877.0,2576.0,170.0,603.0,86.0,11.0,31.0,244.0,5.0,189.0,240.0,29.0,6.0,27.0,25.0,12.0,,,,,,,,,kendafr01,877,0,795,19,0,1,0,1,0,0,1,2.0,0,0,0,0,689,188,0,0,475.0,0.31211180124223603,0.2854077253218884,0.5975195265641244
10483,10021.0,leebi03,Bill,Lee,L,L,1969-06-25,1982.0,419.0,197.0,12.0,41.0,3.0,1.0,2.0,10.0,0.0,1.0,63.0,0.0,0.0,10.0,0.0,14.0,,,,1.0,,,,,leebi03,419,416,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,268,151,0,0,35.0,0.2639593908629442,0.21212121212121213,0.47608060298415633
10492,11004.0,martibu01,Buck,Martinez,R,R,1969-06-18,1986.0,1049.0,2743.0,245.0,618.0,128.0,10.0,58.0,321.0,5.0,230.0,419.0,5.0,8.0,56.0,35.0,17.0,,,,,,,,,martibu01,1049,1,1009,0,0,0,0,0,0,1,1,2.0,0,0,0,0,332,717,0,0,422.0,0.3426904848705797,0.2838196286472148,0.6265101135177945
10500,12282.0,moralje01,Jerry,Morales,R,R,1969-09-05,1983.0,1441.0,4528.0,516.0,1173.0,199.0,36.0,95.0,570.0,37.0,366.0,567.0,33.0,14.0,20.0,56.0,15.0,,,,1.0,,,,,moralje01,1441,0,0,0,0,4,0,246,510,564,1258,7.0,0,0,0,0,740,701,0,0,843.0,0.38184628975265017,0.3128525382755842,0.6946988280282343
10502,12546.0,munsoth01,Thurman,Munson,R,R,1969-08-08,1979.0,1423.0,5344.0,696.0,1558.0,229.0,32.0,113.0,701.0,48.0,438.0,571.0,59.0,42.0,21.0,58.0,11.0,,,1.0,7.0,3.0,1.0,,,munsoth01,1423,0,1277,5,0,1,0,3,0,24,27,77.0,0,0,0,0,1023,400,0,0,1184.0,0.4098053892215569,0.34648078884733086,0.7562861780688878
10516,13742.0,perezma01,Marty,Perez,R,R,1969-09-09,1978.0,931.0,3131.0,313.0,771.0,108.0,22.0,22.0,241.0,11.0,245.0,369.0,10.0,10.0,56.0,20.0,10.0,,,,,,,,,perezma01,931,0,0,0,434,34,467,0,0,0,0,0.0,0,0,0,0,799,132,0,0,619.0,0.3158735228361546,0.30123311802701114,0.6171066408631658
10523,14666.0,renkost01,Steve,Renko,R,R,1969-06-27,1983.0,462.0,531.0,44.0,114.0,16.0,2.0,6.0,42.0,3.0,25.0,139.0,0.0,0.0,24.0,0.0,15.0,,,,,,,,,renkost01,462,451,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,277,185,0,0,90.0,0.2862523540489642,0.25,0.5362523540489642
10524,14688.0,reussje01,Jerry,Reuss,L,L,1969-09-27,1990.0,631.0,1024.0,71.0,171.0,24.0,1.0,1.0,58.0,1.0,69.0,433.0,0.0,1.0,99.0,2.0,22.0,,,,2.0,,,,,reussje01,631,629,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,230,401,0,0,145.0,0.1953125,0.2198905109489051,0.4152030109489051
10528,14945.0,roberda05,Dave,Roberts,L,L,1969-07-06,1981.0,452.0,531.0,28.0,103.0,15.0,4.0,7.0,46.0,0.0,8.0,133.0,0.0,0.0,45.0,6.0,13.0,,,,,,,,,roberda05,452,445,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,283,169,0,0,77.0,0.2768361581920904,0.2036697247706422,0.4805058829627326
10533,15375.0,russebi01,Bill,Russell,R,R,1969-04-07,1986.0,2181.0,7318.0,796.0,1926.0,293.0,57.0,46.0,627.0,167.0,483.0,667.0,106.0,36.0,132.0,51.0,18.0,,,,3.0,,,,,russebi01,2181,0,0,0,60,7,1746,62,78,178,301,0.0,0,0,0,0,954,1227,0,0,1530.0,0.3376605629953539,0.3099645030425964,0.6476250660379503
10538,16338.0,sizemte01,Ted,Sizemore,R,R,1969-04-07,1980.0,1411.0,5011.0,577.0,1311.0,188.0,21.0,23.0,430.0,59.0,469.0,350.0,60.0,20.0,110.0,38.0,12.0,,,,,,1.0,,,sizemte01,1411,0,4,0,1284,7,91,16,0,10,26,0.0,0,0,0,0,1018,393,0,0,1079.0,0.32129315505887046,0.3250270855904659,0.6463202406493364
10543,16845.0,stanlfr01,Fred,Stanley,R,R,1969-09-11,1982.0,816.0,1650.0,197.0,356.0,38.0,5.0,10.0,120.0,11.0,196.0,243.0,4.0,7.0,47.0,6.0,14.0,,,,,,,,,stanlfr01,816,0,0,1,130,41,646,1,0,0,1,4.0,0,0,0,0,414,402,0,0,303.0,0.263030303030303,0.3006993006993007,0.5637296037296037
10544,17012.0,stinsbo01,Bob,Stinson,B,R,1969-09-23,1980.0,652.0,1634.0,166.0,408.0,61.0,7.0,33.0,180.0,8.0,201.0,254.0,16.0,23.0,31.0,16.0,12.0,,,,,,,,,stinsbo01,652,0,584,0,1,0,0,4,1,3,8,3.0,0,0,0,0,280,372,0,0,307.0,0.3561811505507956,0.33724653148345785,0.6934276820342534
10549,17507.0,tenacge01,Gene,Tenace,R,R,1969-05-29,1983.0,1555.0,4390.0,653.0,1060.0,179.0,20.0,201.0,674.0,36.0,984.0,998.0,58.0,91.0,21.0,39.0,15.0,,,,1.0,,,1.0,,tenacge01,1555,0,893,627,5,17,0,1,0,10,11,6.0,0,0,0,0,805,750,0,0,660.0,0.42870159453302964,0.3878997093023256,0.8166013038353552
10553,18084.0,valenbo02,Bobby,Valentine,R,R,1969-09-02,1979.0,639.0,1698.0,176.0,441.0,59.0,9.0,12.0,157.0,27.0,140.0,134.0,5.0,9.0,35.0,27.0,10.0,,,,,,,,,valenbo02,639,0,1,23,120,107,160,86,17,27,127,19.0,0,0,0,0,422,217,0,0,361.0,0.32626619552414604,0.31483457844183566,0.6411007739659818
10572,1000.0,baylodo01,Don,Baylor,R,R,1970-09-18,1988.0,2292.0,8198.0,1236.0,2135.0,366.0,28.0,338.0,1276.0,285.0,805.0,1069.0,91.0,267.0,16.0,115.0,19.0,,,1.0,1.0,,,,3.0,baylodo01,2292,0,0,148,0,0,0,625,34,200,822,1287.0,0,0,0,0,668,1624,0,0,1403.0,0.43559404732861673,0.3417155034629728,0.7773095507915895
10574,1363.0,biittla01,Larry,Biittner,L,L,1970-07-17,1983.0,1217.0,3151.0,310.0,861.0,144.0,20.0,29.0,354.0,10.0,236.0,287.0,36.0,11.0,18.0,27.0,14.0,,,,,,,,,biittla01,1217,1,0,381,0,0,0,271,14,220,491,12.0,0,0,0,0,516,701,0,0,668.0,0.35925103141859727,0.32350364963503647,0.6827546810536338
10576,1531.0,blylebe01,Bert,Blyleven,R,R,1970-06-05,1992.0,699.0,451.0,19.0,59.0,7.0,0.0,0.0,25.0,0.0,5.0,193.0,0.0,2.0,56.0,0.0,22.0,1.0,BBWAA,,2.0,,,,,blylebe01,699,692,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,252,447,0,0,52.0,0.14634146341463414,0.14410480349344978,0.29044626690808395
10577,1721.0,bowala01,Larry,Bowa,B,R,1970-04-07,1985.0,2247.0,8418.0,987.0,2191.0,262.0,99.0,15.0,525.0,318.0,474.0,569.0,45.0,17.0,151.0,43.0,16.0,,,,5.0,2.0,,,,bowala01,2247,0,0,0,5,0,2222,0,0,0,0,0.0,0,0,0,0,1032,1215,0,0,1815.0,0.32026609645996673,0.299597855227882,0.6198639516878488
10580,2359.0,burroje01,Jeff,Burroughs,R,R,1970-07-20,1985.0,1689.0,5536.0,720.0,1443.0,230.0,20.0,240.0,882.0,16.0,831.0,1135.0,65.0,15.0,4.0,63.0,16.0,,,1.0,2.0,,,,,burroje01,1689,0,0,6,0,0,0,445,0,843,1278,269.0,0,0,0,0,700,989,0,0,953.0,0.4394869942196532,0.3551590380139643,0.7946460322336175
10584,2896.0,cedence01,Cesar,Cedeno,R,R,1970-06-20,1986.0,2006.0,7310.0,1084.0,2087.0,436.0,60.0,199.0,976.0,550.0,664.0,938.0,83.0,56.0,32.0,71.0,17.0,,,,4.0,5.0,,,,cedence01,2006,0,0,258,0,0,0,139,1457,142,1719,0.0,0,0,0,0,970,1036,0,0,1392.0,0.4432284541723666,0.34650043204542647,0.7897288862177931
10586,3239.0,clinege01,Gene,Clines,R,R,1970-06-28,1979.0,870.0,2328.0,314.0,645.0,85.0,24.0,5.0,187.0,71.0,169.0,291.0,7.0,19.0,26.0,14.0,10.0,,,,,,,,,clinege01,870,0,0,0,0,0,0,301,211,135,610,10.0,0,0,0,0,650,220,0,0,531.0,0.34063573883161513,0.3292490118577075,0.6698847506893226
10591,3415.0,conceda01,Dave,Concepcion,R,R,1970-04-06,1988.0,2488.0,8723.0,993.0,2326.0,389.0,48.0,101.0,950.0,321.0,736.0,1186.0,93.0,21.0,74.0,86.0,19.0,,,,9.0,5.0,,,2.0,conceda01,2488,1,0,62,130,121,2177,0,8,0,8,0.0,0,0,0,0,891,1597,0,0,1788.0,0.3569872750200619,0.3222872674053941,0.679274542425456
10595,3868.0,cruzjo01,Jose,Cruz,L,L,1970-09-19,1988.0,2353.0,7917.0,1036.0,2251.0,391.0,94.0,165.0,1077.0,317.0,898.0,1031.0,142.0,7.0,27.0,82.0,19.0,,,,2.0,,,,2.0,cruzjo01,2353,0,0,3,0,0,0,1407,277,495,2154,12.0,0,0,0,0,698,1655,0,0,1601.0,0.41998231653404067,0.35444743935309975,0.7744297558871405
10596,3954.0,curtijo01,John,Curtis,L,L,1970-08-13,1984.0,445.0,359.0,29.0,63.0,4.0,3.0,0.0,16.0,0.0,18.0,157.0,0.0,1.0,39.0,2.0,15.0,,,,,,,,,curtijo01,445,438,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,179,266,0,0,56.0,0.20334261838440112,0.21578947368421053,0.4191320920686117
10600,4806.0,duffyfr01,Frank,Duffy,R,R,1970-09-04,1979.0,915.0,2665.0,248.0,619.0,104.0,14.0,26.0,240.0,49.0,171.0,342.0,7.0,8.0,68.0,12.0,10.0,,,,,,,,,duffyfr01,915,0,0,1,16,23,839,0,0,0,0,6.0,0,0,0,0,723,192,0,0,475.0,0.31106941838649155,0.27941176470588236,0.590481183092374
10605,5410.0,fergujo01,Joe,Ferguson,R,R,1970-09-12,1983.0,1013.0,3001.0,407.0,719.0,121.0,11.0,122.0,445.0,22.0,562.0,607.0,64.0,9.0,17.0,35.0,14.0,,,,,,,,,fergujo01,1013,0,765,1,0,0,0,16,0,196,208,0.0,0,0,0,0,487,526,0,0,465.0,0.4091969343552149,0.35763792625450513,0.7668348606097201
10606,5682.0,foliti01,Tim,Foli,R,R,1970-09-11,1985.0,1696.0,6047.0,576.0,1515.0,241.0,20.0,25.0,501.0,81.0,265.0,399.0,29.0,35.0,169.0,57.0,16.0,,,,,,,,,foliti01,1696,0,0,2,92,65,1523,1,2,0,3,1.0,0,0,0,0,799,897,0,0,1229.0,0.30940962460724325,0.2834166146158651,0.5928262392231083
10609,5725.0,forscke01,Ken,Forsch,R,R,1970-09-07,1986.0,521.0,383.0,16.0,52.0,6.0,0.0,0.0,17.0,1.0,16.0,163.0,0.0,0.0,39.0,0.0,16.0,,,,2.0,,,,,forscke01,521,521,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,269,252,0,0,46.0,0.1514360313315927,0.17042606516290726,0.3218620964944999
10616,6854.0,grichbo01,Bobby,Grich,R,R,1970-06-29,1986.0,2008.0,6890.0,1033.0,1833.0,320.0,47.0,224.0,864.0,104.0,1087.0,1278.0,50.0,86.0,107.0,50.0,17.0,,,,6.0,4.0,,,1.0,grichbo01,2008,0,0,72,1768,47,156,0,0,0,0,9.0,0,0,0,0,786,1222,0,0,1242.0,0.42365747460087083,0.3705164550721065,0.7941739296729773
10620,7009.0,gurala01,Larry,Gura,B,L,1970-04-30,1985.0,405.0,33.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,3.0,0.0,16.0,,,,1.0,,,,,gurala01,405,403,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,109,296,0,0,3.0,0.09090909090909091,0.14285714285714285,0.23376623376623376
10626,8200.0,houghch01,Charlie,Hough,R,R,1970-08-12,1994.0,858.0,226.0,7.0,33.0,4.0,0.0,1.0,13.0,0.0,5.0,53.0,0.0,1.0,18.0,0.0,25.0,,,,1.0,,,,,houghch01,858,858,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,215,588,55,0,28.0,0.17699115044247787,0.16810344827586207,0.3450945987183399
10628,8279.0,hraboal01,Al,Hrabosky,R,L,1970-06-16,1982.0,546.0,56.0,4.0,8.0,0.0,1.0,0.0,6.0,0.0,4.0,17.0,0.0,1.0,8.0,0.0,13.0,,,,,,,,,hraboal01,546,545,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,265,281,0,0,7.0,0.17857142857142858,0.21311475409836064,0.3916861826697892
10639,9773.0,lagrole01,Lerrin,LaGrow,R,R,1970-07-28,1980.0,309.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,lagrole01,309,309,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,124,185,0,0,2.0,0.15384615384615385,0.15384615384615385,0.3076923076923077
10642,9899.0,larocda01,Dave,LaRoche,L,L,1970-05-11,1983.0,649.0,61.0,7.0,15.0,3.0,0.0,0.0,2.0,0.0,7.0,13.0,0.0,0.0,2.0,0.0,14.0,,,,2.0,,,,,larocda01,649,647,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,373,276,0,0,12.0,0.29508196721311475,0.3235294117647059,0.6186113789778207
10645,10499.0,lowenjo01,John,Lowenstein,L,R,1970-09-02,1985.0,1368.0,3476.0,510.0,881.0,137.0,18.0,116.0,441.0,128.0,446.0,596.0,30.0,9.0,27.0,30.0,16.0,,,,,,,,,lowenjo01,1368,0,0,30,72,73,4,691,48,201,908,127.0,0,0,0,0,565,803,0,0,610.0,0.403337169159954,0.33728856349406716,0.7406257326540211
10646,10590.0,luzingr01,Greg,Luzinski,R,R,1970-09-09,1984.0,1821.0,6505.0,880.0,1795.0,344.0,24.0,307.0,1128.0,37.0,845.0,1495.0,95.0,84.0,1.0,79.0,15.0,,,,4.0,,,,,luzingr01,1821,0,0,35,0,0,0,1221,0,1,1221,512.0,0,0,0,0,742,1079,0,0,1120.0,0.4777863182167563,0.3625715426593904,0.8403578608761467
10647,10705.0,maddoel01,Elliott,Maddox,R,R,1970-04-07,1980.0,1029.0,2843.0,360.0,742.0,121.0,16.0,18.0,234.0,60.0,409.0,358.0,21.0,34.0,30.0,24.0,11.0,,,,,,,,,maddoel01,1029,0,0,3,4,232,19,75,475,190,719,4.0,0,0,0,0,645,384,0,0,587.0,0.33380232149138234,0.3580060422960725,0.6918083637874548
10651,11225.0,maymi01,Milt,May,L,R,1970-09-08,1984.0,1192.0,3693.0,313.0,971.0,147.0,11.0,77.0,443.0,4.0,305.0,361.0,65.0,9.0,35.0,32.0,15.0,,,,,,,,,maymi01,1192,0,1035,0,0,0,0,0,0,0,0,0.0,0,0,0,0,456,736,0,0,736.0,0.37124289195775795,0.31814805644961625,0.6893909484073741
10655,11863.0,metzgro01,Roger,Metzger,B,R,1970-06-16,1980.0,1219.0,4201.0,453.0,972.0,101.0,71.0,5.0,254.0,83.0,355.0,449.0,34.0,8.0,90.0,22.0,11.0,,,,,1.0,,,,metzgro01,1219,0,0,0,15,1,1172,0,0,0,0,0.0,0,0,0,0,880,339,0,0,795.0,0.29278743156391335,0.29110335804622767,0.5838907896101411
10657,12075.0,mingost01,Steve,Mingori,L,L,1970-08-05,1979.0,386.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,mingost01,386,385,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,268,118,0,0,2.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
10660,12204.0,montgbo01,Bob,Montgomery,R,R,1970-09-06,1979.0,387.0,1185.0,125.0,306.0,50.0,8.0,23.0,156.0,6.0,64.0,268.0,7.0,7.0,13.0,16.0,10.0,,,,,,,,,montgbo01,387,0,361,6,0,0,0,0,0,0,0,9.0,0,0,0,0,328,59,0,0,225.0,0.3721518987341772,0.29638364779874216,0.6685355465329194
10666,13012.0,oatesjo01,Johnny,Oates,L,R,1970-09-17,1981.0,593.0,1637.0,146.0,410.0,56.0,2.0,14.0,126.0,11.0,141.0,149.0,38.0,2.0,29.0,11.0,11.0,,,,,,,,,oatesjo01,593,0,533,0,0,0,0,0,0,0,0,0.0,0,0,0,0,418,175,0,0,338.0,0.3127672571777642,0.30876605248464545,0.6215333096624096
10667,13378.0,pacioto01,Tom,Paciorek,R,R,1970-09-12,1987.0,1392.0,4121.0,494.0,1162.0,232.0,30.0,86.0,503.0,55.0,245.0,704.0,25.0,38.0,22.0,39.0,18.0,,,,1.0,,,,,pacioto01,1392,0,0,397,0,23,1,483,74,281,795,62.0,0,0,0,0,375,1017,0,0,814.0,0.41543314729434605,0.3252306999774927,0.7406638472718388
10678,14903.0,rivermi01,Mickey,Rivers,L,L,1970-08-04,1984.0,1468.0,5629.0,785.0,1660.0,247.0,71.0,61.0,499.0,267.0,266.0,471.0,20.0,22.0,75.0,35.0,15.0,,,,1.0,,,,,rivermi01,1468,0,0,0,0,0,0,81,1144,42,1252,128.0,0,0,0,0,594,874,0,0,1281.0,0.3965180316219577,0.3272849462365591,0.7238029778585169
10687,16316.0,singlke01,Ken,Singleton,B,R,1970-06-24,1984.0,2082.0,7189.0,985.0,2029.0,317.0,25.0,246.0,1065.0,21.0,1263.0,1246.0,125.0,17.0,29.0,60.0,15.0,,,,3.0,,,,,singlke01,2082,0,0,0,0,0,0,246,3,1311,1536,477.0,0,0,0,0,945,1137,0,0,1441.0,0.43594380303241065,0.3879704537460429,0.8239142567784535
10690,16765.0,splitpa01,Paul,Splittorff,L,L,1970-09-23,1984.0,430.0,121.0,12.0,22.0,1.0,1.0,0.0,4.0,0.0,7.0,16.0,0.0,1.0,8.0,0.0,15.0,,,,,,,,,splitpa01,430,429,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,195,235,0,0,20.0,0.2066115702479339,0.23255813953488372,0.4391697097828176
10698,17973.0,twitcwa01,Wayne,Twitchell,R,R,1970-09-07,1979.0,282.0,260.0,9.0,33.0,8.0,0.0,0.0,11.0,0.0,8.0,164.0,0.0,0.0,20.0,1.0,10.0,,,,1.0,,,,,twitcwa01,282,282,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,178,104,0,0,25.0,0.1576923076923077,0.1524163568773234,0.3101086645696311
10700,18321.0,vukovjo01,John,Vukovich,R,R,1970-09-11,1981.0,277.0,559.0,37.0,90.0,14.0,1.0,6.0,44.0,4.0,29.0,109.0,3.0,2.0,12.0,5.0,10.0,,,,,,,,,vukovjo01,277,0,0,20,24,212,19,0,0,0,0,0.0,0,0,0,0,205,72,0,0,69.0,0.22182468694096602,0.20336134453781513,0.42518603147878115
10701,18923.0,wilcomi01,Milt,Wilcox,R,R,1970-09-05,1986.0,397.0,62.0,3.0,11.0,2.0,0.0,0.0,5.0,0.0,2.0,15.0,0.0,0.0,5.0,0.0,16.0,,,,,,,,,wilcomi01,397,395,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,148,249,0,0,9.0,0.20967741935483872,0.203125,0.41280241935483875
10707,178.0,alexado01,Doyle,Alexander,R,R,1971-06-26,1989.0,562.0,265.0,19.0,44.0,8.0,0.0,0.0,17.0,0.0,9.0,77.0,0.0,1.0,23.0,2.0,19.0,,,,1.0,,,,,alexado01,562,561,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,173,389,0,0,36.0,0.19622641509433963,0.19494584837545126,0.3911722634697909
10712,544.0,auerbri01,Rick,Auerbach,R,R,1971-04-13,1981.0,624.0,1407.0,167.0,309.0,56.0,5.0,9.0,86.0,36.0,127.0,198.0,10.0,6.0,22.0,5.0,11.0,,,,,,,,,auerbri01,624,0,0,0,56,37,441,0,0,0,0,0.0,0,0,0,0,404,220,0,0,239.0,0.2857142857142857,0.286084142394822,0.5717984281091077
10714,877.0,barrji01,Jim,Barr,R,R,1971-07-31,1983.0,481.0,513.0,28.0,83.0,15.0,2.0,1.0,31.0,2.0,15.0,129.0,0.0,4.0,68.0,1.0,12.0,,,,,,,,,barrji01,481,454,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,237,244,0,0,65.0,0.2046783625730994,0.19136960600375236,0.39604796857685176
10716,1185.0,beniqju01,Juan,Beniquez,R,R,1971-09-04,1988.0,1500.0,4651.0,610.0,1274.0,190.0,30.0,79.0,476.0,104.0,349.0,551.0,11.0,31.0,87.0,32.0,17.0,,,,,1.0,,,,beniqju01,1500,0,0,68,1,50,43,296,732,189,1157,111.0,0,0,0,0,378,1122,0,0,975.0,0.3786282519888196,0.32668378431759826,0.7053120363064178
10717,1322.0,bevacku01,Kurt,Bevacqua,R,R,1971-06-22,1985.0,970.0,2117.0,214.0,499.0,90.0,11.0,27.0,275.0,12.0,221.0,329.0,19.0,5.0,24.0,31.0,15.0,,,,,,,,,bevacku01,970,0,0,129,133,328,9,47,0,25,72,47.0,0,0,0,0,346,624,0,0,371.0,0.32687765706188004,0.3053917438921651,0.6322694009540452
10719,1613.0,bonhabi01,Bill,Bonham,R,R,1971-04-07,1980.0,307.0,471.0,37.0,81.0,15.0,1.0,0.0,24.0,0.0,13.0,125.0,0.0,1.0,54.0,1.0,10.0,,,,,,,,,bonhabi01,307,300,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,216,91,0,0,65.0,0.208067940552017,0.19547325102880658,0.4035411915808236
10721,1876.0,braunst01,Steve,Braun,L,R,1971-04-06,1985.0,1425.0,3650.0,466.0,989.0,155.0,19.0,52.0,388.0,45.0,579.0,433.0,32.0,17.0,24.0,25.0,15.0,,,,,,,,,braunst01,1425,0,0,9,49,309,21,466,1,35,501,152.0,0,0,0,0,751,674,0,0,763.0,0.3665753424657534,0.3711074689768204,0.7376828114425737
10725,2504.0,caldwmi01,Mike,Caldwell,R,L,1971-09-04,1984.0,476.0,216.0,11.0,34.0,7.0,0.0,0.0,8.0,0.0,4.0,62.0,0.0,0.0,22.0,1.0,14.0,,,,,,,,,caldwmi01,477,476,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,223,254,0,0,27.0,0.18981481481481483,0.17194570135746606,0.3617605161722809
10727,2916.0,ceyro01,Ron,Cey,R,R,1971-09-03,1987.0,2073.0,7162.0,977.0,1868.0,328.0,21.0,316.0,1139.0,24.0,1012.0,1235.0,117.0,62.0,26.0,82.0,17.0,,,,6.0,,,1.0,,ceyro01,2073,0,0,7,0,1990,0,0,0,0,0,30.0,0,0,0,0,627,1446,0,0,1203.0,0.4448478078748953,0.3536907910555422,0.7985385989304374
10728,2934.0,chambch01,Chris,Chambliss,L,R,1971-05-28,1988.0,2175.0,7571.0,912.0,2109.0,392.0,42.0,185.0,972.0,40.0,632.0,926.0,99.0,27.0,19.0,56.0,17.0,,,,1.0,1.0,1.0,,,chambch01,2175,0,0,1962,0,0,0,0,0,0,0,25.0,0,0,0,0,820,1355,0,0,1490.0,0.4147404570070004,0.3340574462949554,0.7487979033019558
10733,3536.0,coopece01,Cecil,Cooper,L,L,1971-09-08,1987.0,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,89.0,448.0,911.0,79.0,17.0,46.0,79.0,17.0,,,,5.0,2.0,,,3.0,coopece01,1896,0,0,1475,0,0,0,0,0,0,0,373.0,0,0,0,0,406,1490,0,0,1489.0,0.4659137297591509,0.3366273913594324,0.8025411211185833
10737,5290.0,faheybi01,Bill,Fahey,L,R,1971-09-26,1983.0,383.0,934.0,75.0,225.0,26.0,2.0,7.0,83.0,9.0,74.0,93.0,12.0,2.0,14.0,7.0,11.0,,,,,,,,,faheybi01,383,0,366,0,0,0,0,0,0,0,0,0.0,0,0,0,0,106,277,0,0,190.0,0.2955032119914347,0.295968534906588,0.5914717468980226
10738,5334.0,farmeed01,Ed,Farmer,R,R,1971-06-09,1983.0,370.0,47.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,5.0,0.0,11.0,,,,1.0,,,,,farmeed01,370,370,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,143,227,0,0,4.0,0.0851063829787234,0.10416666666666667,0.18927304964539007
10740,5727.0,forstte01,Terry,Forster,L,L,1971-04-11,1986.0,620.0,78.0,7.0,31.0,4.0,1.0,0.0,7.0,1.0,2.0,9.0,0.0,0.0,6.0,0.0,16.0,,,,,,,,,forstte01,620,614,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,266,354,0,0,26.0,0.47435897435897434,0.4125,0.8868589743589743
10746,6901.0,grimsro02,Ross,Grimsley,L,L,1971-05-16,1982.0,346.0,353.0,21.0,45.0,4.0,0.0,0.0,15.0,0.0,6.0,116.0,0.0,1.0,39.0,1.0,11.0,,,,1.0,,,,,grimsro02,346,345,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,198,148,0,0,41.0,0.1388101983002833,0.1440443213296399,0.2828545196299232
10749,7453.0,hasslan01,Andy,Hassler,L,L,1971-05-30,1985.0,388.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,14.0,,,,,,,,,hasslan01,388,387,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,99,289,0,0,0.0,0.0,0.03333333333333333,0.03333333333333333
